Scenario,joy_keywords,spare_words,Similarity Score
"At the bonanza, the carnival lights sparkled and the laughter of friends filled the air.","['bonanza', 'sparkled', 'laughter', 'friends']","['carnival', 'lights', 'filled', 'air']",
"A group of children gathered around a colorful, boisterous clown, their smiles stretching from ear to ear as they watched in delight.","['boisterous', 'clown', 'smiles', 'delight']","['group', 'children', 'gathered', 'around', 'colorful', 'stretching', 'ear', 'ear', 'watched']",
"After receiving her acceptance letter to her dream college, Sarah couldn't help but let out a loud ""Hurrah!""","['receiving', 'help', 'hurrah']","['acceptance', 'letter', 'dream', 'college', 'sarah', 'could', ""n't"", 'let', 'loud']",
"During the science fair, Sarah's homemade preservative successfully maintained the freshness of the strawberries, leading to a beaming smile across her face.","['preservative', 'successfully', 'beaming', 'smile']","['science', 'fair', 'sarah', 'homemade', 'maintained', 'freshness', 'strawberries', 'leading', 'across', 'face']",
"A group of friends sat in the park, sharing stories and filling the air with the delightful sound of laughter.","['friends', 'sharing', 'delightful', 'sound', 'laughter']","['group', 'sat', 'park', 'stories', 'filling', 'air']",
"After weeks of practice and preparation, Sarah's heart swelled with warmth as she watched her team win the championship game, creating a moment she would never forget.","['practice', 'win', 'creating']","['weeks', 'preparation', 'sarah', 'heart', 'swelled', 'warmth', 'watched', 'team', 'championship', 'game', 'moment', 'would', 'never', 'forget']",
"Sarah was praised by her classmates for her assistive actions during the school fundraiser, leaving her feeling content and fulfilled.","['praised', 'feeling', 'content', 'fulfilled']","['sarah', 'classmates', 'assistive', 'actions', 'school', 'fundraiser', 'leaving']",
Taylor found a forgotten $20 bill in their jacket pocket and couldn't stop smiling all day long.,"['found', 'smiling']","['taylor', 'forgotten', 'bill', 'jacket', 'pocket', 'could', ""n't"", 'stop', 'day', 'long']",
"Sarah's heart raced with anticipation as she counted down the minutes until the surprise visitor arrived, feeling excited beyond words.","['surprise', 'visitor', 'feeling', 'excited']","['sarah', 'heart', 'raced', 'anticipation', 'counted', 'minutes', 'arrived', 'beyond', 'words']",
Sarah couldn't help but be amused as her little sister tried to dance like a robot during the family talent show.,"['help', 'amused', 'dance', 'like']","['sarah', 'could', ""n't"", 'little', 'sister', 'tried', 'robot', 'family', 'talent', 'show']",
"As Sarah stepped outside into the warm embrace of the sun, a smile effortlessly spread across her face, filling her with a radiant glow.","['embrace', 'sun', 'smile', 'radiant', 'glow']","['sarah', 'stepped', 'outside', 'warm', 'effortlessly', 'spread', 'across', 'face', 'filling']",
Sarah's eyes shimmered with felicity as she received a handwritten letter from her long-distance best friend.,"['felicity', 'received', 'friend']","['sarah', 'eyes', 'shimmered', 'handwritten', 'letter', 'long-distance', 'best']",
"The soft embrace of a loved one envelops you as you cuddle on a rainy day, feeling warm and content.","['embrace', 'loved', 'cuddle', 'feeling', 'content']","['soft', 'one', 'envelops', 'rainy', 'day', 'warm']",
"Imagine that moment when you finally understand a complex concept in math and everything just clicks into place, bringing a radiant light to your face.","['finally', 'radiant']","['imagine', 'moment', 'understand', 'complex', 'concept', 'math', 'everything', 'clicks', 'place', 'bringing', 'light', 'face']",
"During the picnic, laughter filled the air as friends shared jokes and memories under the warm sun.","['picnic', 'laughter', 'friends', 'shared', 'sun']","['filled', 'air', 'jokes', 'memories', 'warm']",
"Tommy offered to share his notes with a classmate who had missed the lesson, leaving them feeling thankful and connected.","['share', 'feeling', 'thankful']","['tommy', 'offered', 'notes', 'classmate', 'missed', 'lesson', 'leaving', 'connected']",
"Sarah counted her blessings as she walked through the park, feeling grateful for everything in her life.","['blessings', 'feeling']","['sarah', 'counted', 'walked', 'park', 'grateful', 'everything', 'life']",
Imagine the feeling of pure rapture as you and your friends dance under a rainstorm of confetti at the end-of-year school carnival.,"['feeling', 'rapture', 'friends', 'dance']","['imagine', 'pure', 'rainstorm', 'confetti', 'end-of-year', 'school', 'carnival']",
"After a heated argument with a friend, Emma and Sarah finally sat down to talk, their laughter filling the room with a sense of conciliation and understanding.","['friend', 'finally', 'laughter', 'conciliation']","['heated', 'argument', 'emma', 'sarah', 'sat', 'talk', 'filling', 'room', 'sense', 'understanding']",
Emily's face was shining brightly as she walked across the stage to receive her award.,"['shining', 'receive', 'award']","['emily', 'face', 'brightly', 'walked', 'across', 'stage']",
"Sitting atop the ferris wheel, the warm breeze and sounds of laughter making her feel truly alive.","['sounds', 'laughter', 'feel', 'alive']","['sitting', 'atop', 'ferris', 'wheel', 'warm', 'breeze', 'making', 'truly']",
"As she walked into the room, her radiant smile illuminated everyone's faces around her.","['radiant', 'smile', 'illuminated']","['walked', 'room', 'everyone', 'faces', 'around']",
"During a funny movie, Sarah couldn't help but let out a little chuckle, feeling warmth wash over her.","['help', 'chuckle', 'feeling']","['funny', 'movie', 'sarah', 'could', ""n't"", 'let', 'little', 'warmth', 'wash']",
The thrill of winning the championship match exceeded all expectations.,"['thrill', 'winning', 'exceeded']","['championship', 'match', 'expectations']",
"Despite facing numerous academic challenges, Sarah felt a deep sense of contentment and peace as she held tightly onto her faith in herself and her abilities.","['contentment', 'peace', 'faith']","['despite', 'facing', 'numerous', 'academic', 'challenges', 'sarah', 'felt', 'deep', 'sense', 'held', 'tightly', 'onto', 'abilities']",
"After receiving amnesty for all late assignments, Maya felt like a weight had been lifted off her shoulders, and she couldn't stop smiling.","['receiving', 'amnesty', 'like', 'weight', 'smiling']","['late', 'assignments', 'maya', 'felt', 'lifted', 'shoulders', 'could', ""n't"", 'stop']",
"After spending hours engrossed in his favorite hobby, John stepped back with a satisfied smile on his face.","['favorite', 'hobby', 'satisfied', 'smile']","['spending', 'hours', 'engrossed', 'john', 'stepped', 'back', 'face']",
"While dancing with their friends at the school talent show, Maya's face shone with a bright, radiant energy that lit up the entire room.","['dancing', 'friends', 'radiant']","['school', 'talent', 'show', 'maya', 'face', 'shone', 'bright', 'energy', 'lit', 'entire', 'room']",
Maria's heart swelled with warmth as she watched her spouse surprise her with a homemade dinner after a long day at work.,"['spouse', 'surprise']","['maria', 'heart', 'swelled', 'warmth', 'watched', 'homemade', 'dinner', 'long', 'day', 'work']",
"After finishing their final exams, Sarah couldn't help but rejoice in the feeling of accomplishment and relief.","['final', 'help', 'rejoice', 'feeling', 'accomplishment']","['finishing', 'exams', 'sarah', 'could', ""n't"", 'relief']",
"Sarah's heart raced with excitement as she received an acceptance letter from her dream college, finally feeling the validation of her hard work paying off.","['excitement', 'received', 'finally', 'feeling', 'paying']","['sarah', 'heart', 'raced', 'acceptance', 'letter', 'dream', 'college', 'validation', 'hard', 'work']",
You are surrounded by friends who are laughing and having a great time at a surprise party thrown just for you.,"['friends', 'laughing', 'great', 'surprise']","['surrounded', 'time', 'party', 'thrown']",
Sarah felt a vibrant zest in her dance movements as she twirled and leaped across the stage during the finale performance.,"['zest', 'dance', 'finale']","['sarah', 'felt', 'vibrant', 'movements', 'twirled', 'leaped', 'across', 'stage', 'performance']",
"Sarah received a letter in the mail informing her that she had been accepted into the university of her dreams, and she couldn't help but smile wonderfully.","['received', 'help', 'smile', 'wonderfully']","['sarah', 'letter', 'mail', 'informing', 'accepted', 'university', 'dreams', 'could', ""n't""]",
"After weeks of anticipation, Sarah finally received the envelope in the mail containing the exciting news she had been waiting for.","['finally', 'received', 'exciting']","['weeks', 'anticipation', 'sarah', 'envelope', 'mail', 'containing', 'news', 'waiting']",
"Sarah's heart swelled as she stood among her classmates, their voices weaving together in perfect harmony during their choir performance.","['perfect', 'harmony', 'choir']","['sarah', 'heart', 'swelled', 'stood', 'among', 'classmates', 'voices', 'weaving', 'together', 'performance']",
"Sophia's face lights up with a wide smile as she loses track of time immersed in her favorite hobby, painting intricate patterns on a canvas.","['smile', 'immersed', 'favorite', 'hobby']","['sophia', 'face', 'lights', 'wide', 'loses', 'track', 'time', 'painting', 'intricate', 'patterns', 'canvas']",
"As the magician waved his wand, the dove vanished into thin air and presto, the audience erupted in applause and cheers.","['dove', 'presto', 'applause', 'cheers']","['magician', 'waved', 'wand', 'vanished', 'thin', 'air', 'audience', 'erupted']",
"You and your best friend burst into laughter together, moments of genuine connection lighting up the room.","['friend', 'laughter']","['best', 'burst', 'together', 'moments', 'genuine', 'connection', 'lighting', 'room']",
Jake danced happily in his room after receiving a surprise letter in the mail.,"['danced', 'happily', 'receiving', 'surprise']","['jake', 'room', 'letter', 'mail']",
"She listened as the orchestra crescendoed, her heart swelling with warmth and happiness.","['orchestra', 'crescendoed', 'happiness']","['listened', 'heart', 'swelling', 'warmth']",
"After a long and busy week, Emily laid back on her bed and listened to her favorite calming music, feeling the tension melt away.","['favorite', 'music', 'feeling']","['long', 'busy', 'week', 'emily', 'laid', 'back', 'bed', 'listened', 'calming', 'tension', 'melt', 'away']",
The feeling that washes over you when you finally understand a complicated math problem and everything suddenly seems so clear and easy to tackle.,"['feeling', 'finally']","['washes', 'understand', 'complicated', 'math', 'problem', 'everything', 'suddenly', 'seems', 'clear', 'easy', 'tackle']",
"While on vacation, Maria decided to fully immerse herself in the warm ocean waters, feeling completely content and grateful.","['vacation', 'immerse', 'feeling', 'completely', 'content']","['maria', 'decided', 'fully', 'warm', 'ocean', 'waters', 'grateful']",
"Sarah walked through the quaint small town, taking in the charming sights and sounds, feeling a warm glow in her heart.","['quaint', 'charming', 'sounds', 'feeling', 'glow']","['sarah', 'walked', 'small', 'town', 'taking', 'sights', 'warm', 'heart']",
"As the warm breeze enveloped her, Sarah felt herself being enchanted by the beauty of the vibrant sunset painting the sky.","['enchanted', 'beauty']","['warm', 'breeze', 'enveloped', 'sarah', 'felt', 'vibrant', 'sunset', 'painting', 'sky']",
"Emma spent all day preparing for the school talent show, and when she finished her performance, the smile on her face was a true reflection of the moment.","['smile', 'true']","['emma', 'spent', 'day', 'preparing', 'school', 'talent', 'show', 'finished', 'performance', 'face', 'reflection', 'moment']",
